SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-4-2022,Single Family Residential,3624 Mintwood St,Lawrenceville,PA,15201,424900,3,1.5,Lawrenceville,,1899,1890,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3624-Mintwood-St-15201/home/74652947,West Penn MLS,1557129,N,Y,40.4632092,-79.9631718
PAST SALE,August-3-2022,Single Family Residential,414 S Evaline St,Friendship Park,PA,15224,451250,4,2.5,Friendship Park,,,1880,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/414-S-Evaline-St-15224/home/74661752,West Penn MLS,1558779,N,Y,40.4592297,-79.942245
PAST SALE,August-2-2022,Single Family Residential,5131 Ellsworth Ave,Shadyside,PA,15232,1365000,4,4.0,Shadyside,3036,16727,1885,,450,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5131-Ellsworth-Ave-15232/home/74665072,West Penn MLS,1554076,N,Y,40.4519522,-79.9399744
PAST SALE,August-2-2022,Multi-Family (2-4 Unit),191 Morewood Ave,Shadyside,PA,15213,224500,4,3.0,Shadyside,,4891,1910,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/191-Morewood-Ave-15213/home/73530093,West Penn MLS,1561967,N,Y,40.4561209,-79.9468386
PAST SALE,July-29-2022,Condo/Co-op,5023 Frew St Unit C-4,Squirrel Hill,PA,15213,675000,3,3.5,Squirrel Hill,2500,,1927,,270,5403,Sold,,,https://www.redfin.com/PA/Pittsburgh/5023-Frew-St-15213/unit-C-4/home/175861559,West Penn MLS,1513308,N,Y,40.4406584,-79.9409255
PAST SALE,July-29-2022,Condo/Co-op,4625 Fifth Ave #303,Oakland,PA,15213,95500,2,2.0,Oakland,,,1956,,,749,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-303/home/147524232,West Penn MLS,1528572,N,Y,40.4473994,-79.9482013
PAST SALE,July-29-2022,Single Family Residential,424 Pearl St,Bloomfield,PA,15224,290000,2,1.0,Bloomfield,1300,1372,1900,,223,,Sold,,,https://www.redfin.com/PA/Pittsburgh/424-Pearl-St-15224/home/74563403,West Penn MLS,1557406,N,Y,40.4604003,-79.9514363
PAST SALE,July-29-2022,Single Family Residential,517 Lisbon St,Schenley Heights,PA,15213,9500,0,,Schenley Heights,,2565,,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/517-Lisbon-St-15213/home/163680745,West Penn MLS,1560397,N,Y,40.4565916,-79.956925
PAST SALE,July-29-2022,Single Family Residential,341 West Penn Pl,Bloomfield,PA,15224,255000,3,1.0,Bloomfield,1388,2604,1925,,184,,Sold,,,https://www.redfin.com/PA/Pittsburgh/341-W-Penn-Pl-15224/home/74661233,West Penn MLS,1558146,N,Y,40.4609261,-79.9423873
PAST SALE,July-27-2022,Single Family Residential,1620 Harpster St,Troy Hill,PA,15212,360000,3,2.5,Troy Hill,2310,1041,1900,,156,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1620-Harpster-St-15212/home/74650887,West Penn MLS,1560262,N,Y,40.4643075,-79.9842784
PAST SALE,July-25-2022,Multi-Family (5+ Unit),1535-1537 Lowrie St,Troy Hill,PA,15212,615000,8,4.0,Troy Hill,,,,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1535-Lowrie-St-15212/home/75165578,West Penn MLS,1498238,N,Y,40.461999,-79.9838511
PAST SALE,July-25-2022,Condo/Co-op,128 N Craig St #715,Oakland,PA,15213,178000,1,1.0,Oakland,857,,1957,,208,489,Sold,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-715/home/74664834,West Penn MLS,1559413,N,Y,40.4480778,-79.9483198
PAST SALE,July-22-2022,Condo/Co-op,2554 Smallman St #505,Downtown Pgh,PA,15222,455000,1,1.5,Downtown Pgh,870,,2020,,523,287,Sold,,,https://www.redfin.com/PA/Pittsburgh/2554-Smallman-St-15222/unit-505/home/171259848,West Penn MLS,1554447,N,Y,40.4551286,-79.9792205
PAST SALE,July-22-2022,Condo/Co-op,144 N Dithridge St #714,Oakland,PA,15213,260000,3,2.0,Oakland,1456,,1940,,179,848,Sold,,,https://www.redfin.com/PA/Pittsburgh/144-N-Dithridge-St-15213/unit-714/home/74567597,West Penn MLS,1552411,N,Y,40.4482339,-79.950786
PAST SALE,July-20-2022,Condo/Co-op,552 N Neville St #84,Oakland,PA,15213,315000,2,2.0,Oakland,1593,,1972,,198,1135,Sold,,,https://www.redfin.com/PA/Pittsburgh/552-N-Neville-St-15213/unit-84/home/74665329,West Penn MLS,1553825,N,Y,40.448632,-79.9481535
PAST SALE,July-19-2022,Condo/Co-op,4625 Fifth Ave #709,Oakland,PA,15213,94500,2,1.0,Oakland,1000,,1957,,95,776,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-709/home/147588861,West Penn MLS,1506775,N,Y,40.4473994,-79.9482013
PAST SALE,July-18-2022,Townhouse,31 Waterfront Dr,Washington's Landing,PA,15222,575000,2,3.5,Washington's Landing,1574,1437,1997,,365,585,Sold,,,https://www.redfin.com/PA/Pittsburgh/31-Waterfront-Dr-15222/home/74651752,West Penn MLS,1554973,N,Y,40.4630409,-79.978709
PAST SALE,July-18-2022,Condo/Co-op,220 N Dithridge St #906,Oakland,PA,15213,383000,2,2.0,Oakland,1546,,1972,,248,690,Sold,,,https://www.redfin.com/PA/Pittsburgh/220-N-Dithridge-St-15213/unit-906/home/74567716,West Penn MLS,1555176,N,Y,40.4498393,-79.9517524
PAST SALE,July-18-2022,Single Family Residential,425 Ella St,Bloomfield,PA,15224,320000,2,1.0,Bloomfield,1561,2739,1900,,205,,Sold,,,https://www.redfin.com/PA/Bloomfield/425-Ella-St-15224/home/74563447,West Penn MLS,1552839,N,Y,40.4612014,-79.9531838
PAST SALE,July-15-2022,Single Family Residential,1045 Devon Rd,Squirrel Hill,PA,15213,1475000,6,5.0,Squirrel Hill,6026,21745,1900,,245,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1045-Devon-Rd-15213/home/74665909,West Penn MLS,1541026,N,Y,40.4461119,-79.9397751
PAST SALE,,Single Family Residential,3380 Webster Ave,Pittsburgh,PA,15219,190000,4,2.0,,2212,2800,1930,,86,,,,,https://www.redfin.com/PA/Pittsburgh/3380-Webster-Ave-15219/home/74564003,,,N,Y,40.4544742,-79.9623051
PAST SALE,July-15-2022,Condo/Co-op,5000 5th Ave #208,Shadyside,PA,15232,850000,3,2.0,Shadyside,3058,,1985,,278,1591,Sold,,,https://www.redfin.com/PA/Pittsburgh/5000-5th-Ave-15232/unit-208/home/74665916,West Penn MLS,1557998,N,Y,40.4470861,-79.9416767
PAST SALE,July-15-2022,Condo/Co-op,5 Bayard Rd #710,Shadyside,PA,15213,183000,1,1.0,Shadyside,840,,1969,,218,465,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-710/home/74665130,West Penn MLS,1561348,N,Y,40.4526045,-79.9428352
PAST SALE,,Multi-Family (2-4 Unit),4612 Filmore St,Pittsburgh,PA,15213,800000,6,2.0,,4419,3250,1900,,181,,,,,https://www.redfin.com/PA/Pittsburgh/4612-Filmore-St-15213/home/73530494,,,N,Y,40.4451448,-79.9482195
PAST SALE,July-14-2022,Condo/Co-op,2419 Smallman St #308,Downtown Pgh,PA,15222,420700,1,1.0,Downtown Pgh,1034,,2016,,407,298,Sold,,,https://www.redfin.com/PA/Pittsburgh/2419-Smallman-St-15222/unit-308/home/75128239,West Penn MLS,1553821,N,Y,40.454678,-79.9809151
PAST SALE,July-13-2022,Single Family Residential,4068 Howley St,Bloomfield,PA,15224,368000,3,1.0,Bloomfield,1476,1999,1900,,249,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4068-Howley-St-15224/home/74653277,West Penn MLS,1552199,N,Y,40.4639372,-79.9546522
PAST SALE,July-11-2022,Single Family Residential,259 Dunseith St,Oakland,PA,15213,341200,3,2.0,Oakland,1318,1542,1910,,259,,Sold,,,https://www.redfin.com/PA/Pittsburgh/259-Dunseith-St-15213/home/73501024,West Penn MLS,1555083,N,Y,40.4424575,-79.9652248
PAST SALE,July-11-2022,Condo/Co-op,144 N Dithridge St #816,Oakland,PA,15213,185000,1,1.0,Oakland,983,178,1940,,188,573,Sold,,,https://www.redfin.com/PA/Pittsburgh/144-N-Dithridge-St-15213/unit-816/home/74567581,West Penn MLS,1538262,N,Y,40.4482339,-79.950786
PAST SALE,July-8-2022,Single Family Residential,3018 Wiggins,Polish Hill,PA,15219,269000,2,1.5,Polish Hill,1026,3929,1987,,262,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3018-Wiggins-St-15219/home/74775201,West Penn MLS,1555885,N,Y,40.4572383,-79.9694524
PAST SALE,July-6-2022,Townhouse,2 Ellsworth Ter,Shadyside,PA,15213,450000,4,2.5,Shadyside,1764,1668,1910,,255,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2-Ellsworth-Ter-15213/home/74665341,West Penn MLS,1553541,N,Y,40.4494499,-79.9466412
PAST SALE,July-6-2022,Single Family Residential,222 S Millvale Ave,Bloomfield,PA,15224,408000,3,2.5,Bloomfield,1672,2705,1910,,244,,Sold,,,https://www.redfin.com/PA/Pittsburgh/222-S-Millvale-Ave-15224/home/74658337,West Penn MLS,1555997,N,Y,40.4640973,-79.9456547
PAST SALE,July-5-2022,Condo/Co-op,4625 Fifth Ave #706,Oakland,PA,15213,104000,3,1.0,Oakland,1000,,1961,,104,780,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-706/home/102203324,West Penn MLS,1546479,N,Y,40.4473994,-79.9482013
PAST SALE,July-5-2022,Single Family Residential,204 S Atlantic,Shadyside,PA,15224,527500,4,2.0,Shadyside,2611,3354,1927,,202,,Sold,,,https://www.redfin.com/PA/Pittsburgh/204-S-Atlantic-Ave-15224/home/74658533,West Penn MLS,1556662,N,Y,40.4634872,-79.9390493
PAST SALE,July-1-2022,Condo/Co-op,5 Bayard Rd #202,Shadyside,PA,15213,138000,1,1.0,Shadyside,709,,1969,,195,392,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-202/home/74664717,West Penn MLS,1507767,N,Y,40.4526045,-79.9428352
PAST SALE,July-1-2022,Single Family Residential,3612 Mintwood St,Lawrenceville,PA,15201,450000,3,1.5,Lawrenceville,1608,1799,1890,,280,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3612-Mintwood-St-15201/home/74652941,West Penn MLS,1557809,N,Y,40.463175,-79.9636082
PAST SALE,June-30-2022,Condo/Co-op,5 Bayard Rd #808,Shadyside,PA,15213,171000,1,1.0,Shadyside,,,1969,,,494,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-808/home/74665140,West Penn MLS,1554802,N,Y,40.4526045,-79.9428352
PAST SALE,June-30-2022,Single Family Residential,1356 Herman St,Troy Hill,PA,15212,222000,3,2.5,Troy Hill,2208,4704,,,101,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1356-Herman-St-15212/home/74557146,West Penn MLS,1550190,N,Y,40.4605826,-79.9869205
PAST SALE,June-30-2022,Single Family Residential,514 Morewood Ave,Shadyside,PA,15213,535000,4,2.0,Shadyside,1829,6011,1950,,293,,Sold,,,https://www.redfin.com/PA/Pittsburgh/514-Morewood-Ave-15213/home/74664700,West Penn MLS,1555251,N,Y,40.4513083,-79.9434755
PAST SALE,June-30-2022,Single Family Residential,412 Pearl St,Bloomfield,PA,15224,255000,4,1.0,Bloomfield,1814,2613,1910,,141,,Sold,,,https://www.redfin.com/PA/Pittsburgh/412-Pearl-St-15224/home/73573920,West Penn MLS,1547099,N,Y,40.4606965,-79.9512388
PAST SALE,June-30-2022,Condo/Co-op,825 Morewood Ave Unit L2,Oakland,PA,15213,400000,4,3.0,Oakland,2357,,1949,,170,1326,Sold,,,https://www.redfin.com/PA/Pittsburgh/825-Morewood-Ave-15213/unit-L2/home/73579576,West Penn MLS,1554731,N,Y,40.4477993,-79.9422526
PAST SALE,June-30-2022,Single Family Residential,352 Garnet Way,Bloomfield,PA,15224,120000,1,1.0,Bloomfield,301,2121,,,399,,Sold,,,https://www.redfin.com/PA/Pittsburgh/352-Garnet-Way-15224/home/73500637,West Penn MLS,1554293,N,Y,40.4604654,-79.9503874
PAST SALE,June-30-2022,Condo/Co-op,128 N Craig St #711,Oakland,PA,15213,212287,2,2.0,Oakland,1267,,1957,,168,732,Sold,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-711/home/74664819,West Penn MLS,1555469,N,Y,40.4480778,-79.9483198
PAST SALE,June-28-2022,Condo/Co-op,4601 Fifth Ave #822,Oakland,PA,15213,120000,2,1.0,Oakland,,,1958,,,820,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-822/home/147524265,West Penn MLS,1539274,N,Y,40.447339,-79.948719
PAST SALE,June-28-2022,Condo/Co-op,154 N Bellefield #24,Oakland,PA,15213,164000,1,1.0,Oakland,900,,1958,,182,1153,Sold,,,https://www.redfin.com/PA/Pittsburgh/154-N-Bellefield-Ave-15213/unit-24/home/147496711,West Penn MLS,1547598,N,Y,40.4482076,-79.9520146
PAST SALE,,Single Family Residential,4747 Bayard St,Pittsburgh,PA,15213,1600000,6,3.5,,4682,13627,1900,,342,,,,,https://www.redfin.com/PA/Pittsburgh/4747-Bayard-St-15213/home/74664415,,,N,Y,40.4514631,-79.9462229
PAST SALE,June-27-2022,Condo/Co-op,146 N Bellefield Ave #501,Oakland,PA,15213,1332946,3,2.5,Oakland,3163,,1986,,421,1650,Sold,,,https://www.redfin.com/PA/Pittsburgh/146-N-Bellefield-Ave-15213/unit-501/home/73548858,West Penn MLS,1549064,N,Y,40.448027,-79.9517524
PAST SALE,,Single Family Residential,212 S Millvale Ave,Pittsburgh,PA,15224,715000,4,1.5,,2528,2875,1900,,283,,,,,https://www.redfin.com/PA/Pittsburgh/212-S-Millvale-Ave-15224/home/74658342,,,N,Y,40.464448,-79.945611
PAST SALE,June-27-2022,Multi-Family (2-4 Unit),4918 Liberty Ave,Bloomfield,PA,15224,447000,3,2.0,Bloomfield,,1999,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4918-Liberty-Ave-15224/home/175731461,West Penn MLS,1511774,N,Y,40.4594551,-79.9453815
PAST SALE,June-24-2022,Multi-Family (2-4 Unit),419 Taylor St,Bloomfield,PA,15224,365000,3,2.0,Bloomfield,,2739,1880,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/419-Taylor-St-15224/home/74563335,West Penn MLS,1555569,N,Y,40.4608542,-79.9520983
PAST SALE,,Townhouse,3614 Mintwood St,Pittsburgh,PA,15201,310000,3,1.0,,1608,1800,1890,,193,,,,,https://www.redfin.com/PA/Pittsburgh/3614-Mintwood-St-15201/home/73505628,,,N,Y,40.4632227,-79.963575
PAST SALE,June-23-2022,Single Family Residential,1121 Herron Ave,Polish Hill,PA,15219,156000,0,,Polish Hill,1404,1542,1985,,111,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1121-Herron-Ave-15219/home/74563886,West Penn MLS,1543737,N,Y,40.4584146,-79.9644491
PAST SALE,June-23-2022,Single Family Residential,1717 Lowrie,Troy Hill,PA,15212,725000,4,2.0,Troy Hill,3660,,2010,,198,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1717-Lowrie-St-15212/home/102820938,West Penn MLS,1531667,N,Y,40.4640842,-79.9820159
PAST SALE,June-22-2022,Single Family Residential,424 S Pacific Ave,Friendship Park,PA,15224,671000,5,4.5,Friendship Park,3021,5654,1917,,222,,Sold,,,https://www.redfin.com/PA/Pittsburgh/424-S-Pacific-Ave-15224/home/74661729,West Penn MLS,1552837,N,Y,40.4587363,-79.9411085
PAST SALE,June-21-2022,Condo/Co-op,5 Bayard Rd #912,Shadyside,PA,15213,270000,3,2.0,Shadyside,1511,,1969,,179,797,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-912/home/74665034,West Penn MLS,1542633,N,Y,40.4526045,-79.9428352
PAST SALE,June-21-2022,Single Family Residential,1815 Webster Ave,Hill District,PA,15219,270000,3,1.5,Hill District,1320,3863,2007,,205,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1815-Webster-Ave-15219/home/74773625,West Penn MLS,1546260,N,Y,40.4447354,-79.9845678
PAST SALE,June-21-2022,Single Family Residential,4080 Howley St,Bloomfield,PA,15224,303000,3,2.0,Bloomfield,,2299,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4080-Howley-St-15224/home/74653280,West Penn MLS,1552595,N,Y,40.4640199,-79.9542219
PAST SALE,June-17-2022,Condo/Co-op,425 N Neville St #106,Oakland,PA,15213,287500,2,2.0,Oakland,1413,,1980,,203,536,Sold,,,https://www.redfin.com/PA/Pittsburgh/425-N-Neville-St-15213/unit-106/home/73579668,West Penn MLS,1556037,N,Y,40.4509669,-79.9484304
PAST SALE,June-17-2022,Condo/Co-op,420 S Aiken Ave Unit B1,Shadyside,PA,15232,193555,1,1.0,Shadyside,671,,1969,,288,305,Sold,,,https://www.redfin.com/PA/Pittsburgh/420-S-Aiken-Ave-15232/unit-B1/home/74661886,West Penn MLS,1553533,N,Y,40.4587683,-79.9385511
PAST SALE,June-17-2022,Condo/Co-op,4625 Fifth Ave #616,Oakland,PA,15213,102000,2,1.0,Oakland,,,1957,,,738,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-616/home/147530720,West Penn MLS,1532077,N,Y,40.4473994,-79.9482013
PAST SALE,June-16-2022,Single Family Residential,4046 Cabinet St,Bloomfield,PA,15224,328050,3,1.5,Bloomfield,1304,18730,1900,,252,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4046-Cabinet-St-15224/home/74653316,West Penn MLS,1553789,N,Y,40.4641535,-79.9555499
PAST SALE,June-15-2022,Condo/Co-op,540 N Neville St #604,Oakland,PA,15213,307000,2,2.5,Oakland,1730,,1973,,177,901,Sold,,,https://www.redfin.com/PA/Pittsburgh/540-N-Neville-St-15213/unit-604/home/74665183,West Penn MLS,1548853,N,Y,40.4490295,-79.9486984
PAST SALE,June-15-2022,Condo/Co-op,144 N Dithridge St #701,Oakland,PA,15213,157500,1,1.0,Oakland,1082,,1940,,146,630,Sold,,,https://www.redfin.com/PA/Pittsburgh/144-N-Dithridge-St-15213/unit-701/home/73524357,West Penn MLS,1554743,N,Y,40.4482339,-79.950786
PAST SALE,June-14-2022,Townhouse,4803 Ellsworth Ave,Shadyside,PA,15213,720000,3,4.0,Shadyside,2865,6067,1993,,251,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4803-Ellsworth-Ave-15213/home/74665336,West Penn MLS,1547548,N,Y,40.4492986,-79.9466036
PAST SALE,June-14-2022,Condo/Co-op,144 N Dithridge #403,Oakland,PA,15213,169900,1,1.0,Oakland,1110,,1940,,153,647,Sold,,,https://www.redfin.com/PA/Pittsburgh/144-N-Dithridge-St-15213/unit-403/home/74567635,West Penn MLS,1554944,N,Y,40.4482339,-79.950786
PAST SALE,June-14-2022,Condo/Co-op,2545 Penn Ave #503,Downtown Pgh,PA,15222,640000,2,2.5,Downtown Pgh,1440,,2020,,444,467,Sold,,,https://www.redfin.com/PA/Pittsburgh/2545-Penn-Ave-15222/unit-503/home/144917971,West Penn MLS,1511337,N,Y,40.4548321,-79.9789136
PAST SALE,June-13-2022,Single Family Residential,3926 Mintwood St,Lawrenceville,PA,15224,425000,3,2.5,Lawrenceville,1440,2178,1900,,295,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3926-Mintwood-St-15224/home/73529377,West Penn MLS,1547139,N,Y,40.464007,-79.958691
PAST SALE,June-10-2022,Single Family Residential,4726 Lorigan St,Bloomfield,PA,15224,70000,0,,Bloomfield,,2461,,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4726-Lorigan-St-15224/home/147548768,West Penn MLS,1539590,N,Y,40.4584655,-79.9513749
PAST SALE,June-10-2022,Single Family Residential,802 Bryn Mawr Rd,Schenley Heights,PA,15219,174900,2,2.0,Schenley Heights,,2339,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/802-Bryn-Mawr-Rd-15219/home/74567478,West Penn MLS,1539378,N,Y,40.4523371,-79.9601551
PAST SALE,June-10-2022,Single Family Residential,4625 Friendship Ave,Bloomfield,PA,15224,290000,1,1.5,Bloomfield,1280,1498,1900,,227,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Friendship-Ave-15224/home/73505663,West Penn MLS,1553762,N,Y,40.4641775,-79.9495688
PAST SALE,June-10-2022,Single Family Residential,206 Taylor St,Bloomfield,PA,15224,400000,4,3.0,Bloomfield,2148,1585,1910,,186,,Sold,,,https://www.redfin.com/PA/Pittsburgh/206-Taylor-St-15224/home/74653704,West Penn MLS,1543883,N,Y,40.4637188,-79.9501385
PAST SALE,June-10-2022,Condo/Co-op,2419 Smallman St #405,Downtown Pgh,PA,15222,649000,2,2.0,Downtown Pgh,1413,,2016,,459,340,Sold,,,https://www.redfin.com/PA/Pittsburgh/2419-Smallman-St-15222/unit-405/home/145085598,West Penn MLS,1547330,N,Y,40.454678,-79.9809151
PAST SALE,June-9-2022,Single Family Residential,2520 Hallett St,Hill District,PA,15219,70000,5,1.0,Hill District,,,1910,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2520-Hallett-St-15219/home/74457130,West Penn MLS,1535475,N,Y,40.4472085,-79.9697971
PAST SALE,,Single Family Residential,2539 Webster Ave,Pittsburgh,PA,15219,48000,3,1.0,,960,5175,1950,,50,,,,,https://www.redfin.com/PA/Pittsburgh/2539-Webster-Ave-15219/home/73540296,,,N,Y,40.450372,-79.9712938
PAST SALE,,Single Family Residential,3024 Vancroft St,Pittsburgh,PA,15219,35000,3,1.0,,1138,2101,1920,,31,,,,,https://www.redfin.com/PA/Pittsburgh/3024-Vancroft-St-15219/home/74567146,,,N,Y,40.450312,-79.9641431
PAST SALE,,Condo/Co-op,425 N Neville St #103,Pittsburgh,PA,15213,223000,1,1.0,,986,,1980,,226,,,,,https://www.redfin.com/PA/Pittsburgh/425-N-Neville-St-15213/unit-103/home/74664473,,,N,Y,40.4509819,-79.9484432
PAST SALE,June-7-2022,Single Family Residential,3646 Mintwood St,Lawrenceville,PA,15201,510000,2,2.5,Lawrenceville,1560,1899,1890,,327,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3646-Mintwood-St-15201/home/74652928,West Penn MLS,1552444,N,Y,40.4633508,-79.9624496
PAST SALE,June-7-2022,Condo/Co-op,5 Bayard Rd #600,Shadyside,PA,15213,225000,2,2.0,Shadyside,1270,,1969,,177,593,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-600/home/74665157,West Penn MLS,1540359,N,Y,40.4526045,-79.9428352
PAST SALE,June-6-2022,Multi-Family (2-4 Unit),3455 Ligonier St,Lawrenceville,PA,15201,451000,4,2.0,Lawrenceville,,2400,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3455-Ligonier-St-15201/home/74653031,West Penn MLS,1546585,N,Y,40.4632737,-79.9650609
PAST SALE,,Other,3550 Melwood Ave,Pittsburgh,PA,15213,32000,,,,,2425,,,,,,,,https://www.redfin.com/PA/Pittsburgh/3550-Melwood-Ave-15213/home/163680443,,,N,Y,40.4594896,-79.9593505
PAST SALE,June-6-2022,Condo/Co-op,4601 Fifth #128,Oakland,PA,15213,125000,2,2.0,Oakland,,,1958,,,919,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-128/home/147515508,West Penn MLS,1540436,N,Y,40.447339,-79.948719
PAST SALE,June-6-2022,Multi-Family (2-4 Unit),403 S Atlantic Ave,Friendship Park,PA,15224,507000,6,3.0,Friendship Park,,5227,1898,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/403-S-Atlantic-Ave-15224/home/74661862,West Penn MLS,1546720,N,Y,40.4594229,-79.9390538
PAST SALE,June-6-2022,Townhouse,4700 Ellsworth Ave #14,Shadyside,PA,15213,700000,4,3.0,Shadyside,3000,,1988,,233,831,Sold,,,https://www.redfin.com/PA/Pittsburgh/4700-Ellsworth-Ave-15213/unit-14/home/73506315,West Penn MLS,1549201,N,Y,40.4481258,-79.9471966
PAST SALE,,Multi-Family (2-4 Unit),240 S Mathilda St,Pittsburgh,PA,15224,560000,5,3.0,,2592,2228,1910,,216,,,,,https://www.redfin.com/PA/Pittsburgh/240-S-Mathilda-St-15224/home/74658315,,,N,Y,40.463863,-79.9469405
PAST SALE,June-3-2022,Condo/Co-op,5 Bayard Rd #908,Shadyside,PA,15213,215000,1,1.0,Shadyside,892,,1969,,241,494,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-908/home/74665055,West Penn MLS,1549164,N,Y,40.4526045,-79.9428352
PAST SALE,June-3-2022,Single Family Residential,333 Cedarville St,Bloomfield,PA,15224,320000,3,3.0,Bloomfield,1728,1380,1925,,185,,Sold,,,https://www.redfin.com/PA/Pittsburgh/333-Cedarville-St-15224/home/74563479,West Penn MLS,1547921,N,Y,40.4606827,-79.9494678
PAST SALE,June-3-2022,Condo/Co-op,4601 Fifth Ave #328,Oakland,PA,15213,112500,2,2.0,Oakland,,,1958,,,937,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-328/home/173124061,West Penn MLS,1537369,N,Y,40.447339,-79.948719
PAST SALE,June-2-2022,Single Family Residential,237 Pearl St,Bloomfield,PA,15224,310000,3,2.0,Bloomfield,,2069,1910,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/237-Pearl-St-15224/home/73506007,West Penn MLS,1546606,N,Y,40.4625427,-79.9493811
PAST SALE,,Townhouse,742 Clarissa St,Pittsburgh,PA,15219,111750,2,1.5,,1124,1349,1915,,99,,,,,https://www.redfin.com/PA/Pittsburgh/742-Clarissa-St-15219/home/74563938,,,N,Y,40.4531781,-79.9603075
