SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-1-2022,Single Family Residential,3936 Clement Way,Lawrenceville,PA,15224,339000,3,2.0,Lawrenceville,1360,801,1910,,249,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3936-Clement-Way-15224/home/73578563,West Penn MLS,1548955,N,Y,40.4631822,-79.9581556
PAST SALE,,Townhouse,3411 Butler St,Pittsburgh,PA,15201,707649,3,2.5,,2444,2400,2012,,290,,,,,https://www.redfin.com/PA/Pittsburgh/3411-Butler-St-15201/home/74651777,,,N,Y,40.4630827,-79.9671536
PAST SALE,May-31-2022,Single Family Residential,228 Edmond St,Bloomfield,PA,15224,320000,4,3.0,Bloomfield,2070,1624,1920,,155,,Sold,,,https://www.redfin.com/PA/Pittsburgh/228-Edmond-St-15224/home/74657873,West Penn MLS,1549700,N,Y,40.4644055,-79.9477066
PAST SALE,May-31-2022,Condo/Co-op,128 N Craig #605,Oakland,PA,15213,275000,2,2.0,Oakland,1336,,1957,,206,723,Sold,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-605/home/74664808,West Penn MLS,1552634,N,Y,40.4480778,-79.9483198
PAST SALE,May-31-2022,Single Family Residential,5156 Cypress St,Bloomfield,PA,15224,420000,6,3.0,Bloomfield,3684,3750,1900,,114,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5156-Cypress-St-15224/home/74662368,West Penn MLS,1545682,N,Y,40.4563533,-79.9431096
PAST SALE,May-27-2022,Condo/Co-op,5 Bayard Rd #101,Shadyside,PA,15213,147000,1,1.0,Shadyside,709,,1969,,207,366,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-101/home/74664745,West Penn MLS,1505993,N,Y,40.4526045,-79.9428352
PAST SALE,May-27-2022,Single Family Residential,232 S Millvale Ave,Bloomfield,PA,15224,669000,4,3.0,Bloomfield,2500,3049,1905,,268,,Sold,,,https://www.redfin.com/PA/Pittsburgh/232-S-Millvale-Ave-15224/home/74658333,West Penn MLS,1546800,N,Y,40.4637543,-79.9457047
PAST SALE,May-27-2022,Condo/Co-op,220 N Bellefield Ave #403,Oakland,PA,15213,675825,3,2.0,Oakland,2006,,1997,,337,1117,Sold,,,https://www.redfin.com/PA/Pittsburgh/220-N-Bellefield-Ave-15213/unit-403/home/74775542,West Penn MLS,1545643,N,Y,40.4490999,-79.9527577
PAST SALE,,Condo/Co-op,1528 Hatteras St,Pittsburgh,PA,15212,73000,4,1.5,,2463,,1910,,30,,,,,https://www.redfin.com/PA/Pittsburgh/1528-Hatteras-St-15212/home/74650901,,,N,Y,40.4627603,-79.9849998
PAST SALE,May-27-2022,Condo/Co-op,5 Bayard Rd #308,Shadyside,PA,15213,189900,1,1.0,Shadyside,892,,1969,,213,494,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-308/home/73530171,West Penn MLS,1546166,N,Y,40.4526045,-79.9428352
PAST SALE,May-27-2022,Single Family Residential,3951 Howley St,Lawrenceville,PA,15224,505000,3,2.5,Lawrenceville,2028,1123,1900,,249,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3951-Howley-St-15224/home/74653357,West Penn MLS,1545443,N,Y,40.4636205,-79.9577622
PAST SALE,,Vacant Land,2535 Allequippa St,Pittsburgh,PA,15213,38000,,,,,2400,,,,,,,,https://www.redfin.com/PA/Pittsburgh/2535-Allequippa-St-15213/home/163853715,,,N,Y,40.4420707,-79.9671249
PAST SALE,May-27-2022,Condo/Co-op,4625 Fifth Ave #812,Oakland,PA,15213,157000,2,2.0,Oakland,1025,,1956,,153,801,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-812/home/102220070,West Penn MLS,1537390,N,Y,40.4473994,-79.9482013
PAST SALE,May-26-2022,Single Family Residential,224 S Millvale Ave,Bloomfield,PA,15224,560000,4,2.0,Bloomfield,2596,3876,1900,,216,,Sold,,,https://www.redfin.com/PA/Pittsburgh/224-S-Millvale-Ave-15224/home/74658336,West Penn MLS,1545863,N,Y,40.4640313,-79.9456875
PAST SALE,May-25-2022,Condo/Co-op,166 N Dithridge St Unit 2B,Oakland,PA,15213,120487,0,1.0,Oakland,639,,1928,,189,432,Sold,,,https://www.redfin.com/PA/Pittsburgh/166-N-Dithridge-St-15213/unit-2B/home/74567706,West Penn MLS,1542862,N,Y,40.448595,-79.9513323
PAST SALE,May-25-2022,Condo/Co-op,128 N Craig #902,Oakland,PA,15213,234000,2,2.0,Oakland,1267,,1957,,185,732,Sold,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-902/home/74664846,West Penn MLS,1539462,N,Y,40.4480778,-79.9483198
PAST SALE,May-24-2022,Multi-Family (5+ Unit),3201 Camp St,Schenley Heights,PA,15219,942500,20,10.0,Schenley Heights,,,1950,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3201-Camp-St-15219/home/74567497,West Penn MLS,1540410,N,Y,40.4518001,-79.9591124
PAST SALE,May-24-2022,Single Family Residential,527 Landleiss Pl,Hill District,PA,15219,105000,3,1.0,Hill District,1356,1947,1928,,77,,Sold,,,https://www.redfin.com/PA/Pittsburgh/527-Landleiss-Pl-15219/home/74567488,West Penn MLS,1538212,N,Y,40.4496453,-79.9646792
PAST SALE,May-23-2022,Single Family Residential,3120 Brereton St,Polish Hill,PA,15219,70000,3,2.0,Polish Hill,1068,3001,1900,,66,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3120-Brereton-St-15219/home/74561612,West Penn MLS,1545604,N,Y,40.456625,-79.9662536
PAST SALE,May-20-2022,Condo/Co-op,4625 Fifth Ave #402,Oakland,PA,15213,102000,2,2.0,Oakland,,,1956,,,749,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-402/home/147531197,West Penn MLS,1538442,N,Y,40.4473994,-79.9482013
PAST SALE,,Condo/Co-op,144 N Dithridge St #102,Pittsburgh,PA,15213,149900,1,1.0,,1082,,1940,,139,,,,,https://www.redfin.com/PA/Pittsburgh/144-N-Dithridge-St-15213/unit-102/home/73500723,,,N,Y,40.4482339,-79.950786
PAST SALE,May-19-2022,Condo/Co-op,5023 Frew St Unit 4D,Squirrel Hill,PA,15213,400000,2,2.0,Squirrel Hill,1900,,1938,,211,2877,Sold,,,https://www.redfin.com/PA/Pittsburgh/5023-Frew-St-15213/unit-4D/home/102205470,West Penn MLS,1512084,N,Y,40.4406584,-79.9409255
PAST SALE,May-19-2022,Condo/Co-op,5 Bayard Rd #812,Shadyside,PA,15213,300000,3,2.0,Shadyside,1511,,1969,,199,1009,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-812/home/74665136,West Penn MLS,1543060,N,Y,40.4526167,-79.9428455
PAST SALE,May-18-2022,Condo/Co-op,307 S Dithridge #804,Oakland,PA,15213,305000,2,2.0,Oakland,1610,,1979,,189,981,Sold,,,https://www.redfin.com/PA/Pittsburgh/307-S-Dithridge-St-15213/unit-804/home/73501107,West Penn MLS,1546101,N,Y,40.4453513,-79.9499554
PAST SALE,May-18-2022,Condo/Co-op,622 Gross #304,Bloomfield,PA,15224,310000,1,1.5,Bloomfield,809,270,2018,,383,241,Sold,,,https://www.redfin.com/PA/Pittsburgh/622-Gross-St-15224/unit-304/home/160607854,West Penn MLS,1529835,N,Y,40.4581181,-79.9464196
PAST SALE,May-17-2022,Single Family Residential,4803 Cypress St,Bloomfield,PA,15224,335000,3,1.5,Bloomfield,1536,827,1900,,218,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4803-Cypress-St-15224/home/74661702,West Penn MLS,1547197,N,Y,40.4591717,-79.9476119
PAST SALE,May-13-2022,Multi-Family (2-4 Unit),1539 Lowrie St,Troy Hill,PA,15212,52000,,,Troy Hill,,1398,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1539-Lowrie-St-15212/home/170391317,West Penn MLS,1513785,N,Y,40.4620543,-79.983804
PAST SALE,May-13-2022,Single Family Residential,2915 Bedford Ave,Hill District,PA,15219,91500,2,1.0,Hill District,1080,1511,1900,,85,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2915-Bedford-Ave-15219/home/73524751,West Penn MLS,1546375,N,Y,40.453017,-79.9674606
PAST SALE,May-12-2022,Multi-Family (2-4 Unit),4315-4317 Dakota St,Schenley Heights,PA,15213,371371,6,2.0,Schenley Heights,,,1928,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4315-Dakota-St-15213/home/74567355,West Penn MLS,1540555,N,Y,40.4522727,-79.9559265
PAST SALE,May-10-2022,Townhouse,82 Waterfront Dr,Washington's Landing,PA,15222,830000,3,3.0,Washington's Landing,2551,2299,1999,,325,585,Sold,,,https://www.redfin.com/PA/Pittsburgh/82-Waterfront-Dr-15222/home/74774309,West Penn MLS,1540907,N,Y,40.4610114,-79.9799777
PAST SALE,May-10-2022,Condo/Co-op,4625 Fifth Ave #810,Oakland,PA,15213,134500,2,1.0,Oakland,,,1956,,,683,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-810/home/112901159,West Penn MLS,1545749,N,Y,40.4473994,-79.9482013
PAST SALE,May-10-2022,Condo/Co-op,166 N Dithridge St Unit 1L,Oakland,PA,15213,130000,1,1.0,Oakland,909,200,1928,,143,633,Sold,,,https://www.redfin.com/PA/Pittsburgh/166-N-Dithridge-St-15213/unit-1L/home/74567710,West Penn MLS,1538670,N,Y,40.4485929,-79.9513309
PAST SALE,May-9-2022,Condo/Co-op,4625 Fifth Ave #811,Oakland,PA,15232,99000,2,1.0,Oakland,865,,1957,,114,683,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-811/home/147510847,West Penn MLS,1537241,N,Y,40.4473994,-79.9482013
PAST SALE,May-9-2022,Condo/Co-op,552 N Neville St #74,Oakland,PA,15213,275000,2,2.0,Oakland,,,1972,,,1122,Sold,,,https://www.redfin.com/PA/Pittsburgh/552-N-Neville-St-15213/unit-74/home/74665304,West Penn MLS,1546198,N,Y,40.448632,-79.9481535
PAST SALE,May-6-2022,Condo/Co-op,144 N Dithridge #308,Oakland,PA,15213,165001,1,1.0,Oakland,,,1940,,,695,Sold,,,https://www.redfin.com/PA/Pittsburgh/144-N-Dithridge-St-15213/unit-308/home/74567630,West Penn MLS,1546678,N,Y,40.4482339,-79.950786
PAST SALE,,Multi-Family (2-4 Unit),3604 Melwood Ave,Pittsburgh,PA,15213,240000,2,1.0,,1624,2900,1900,,148,,,,,https://www.redfin.com/PA/Pittsburgh/3604-Melwood-Ave-15213/home/74563753,,,N,Y,40.4595524,-79.9598776
PAST SALE,May-5-2022,Single Family Residential,604 Edmond St,Bloomfield,PA,15224,110000,0,,Bloomfield,,2439,,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/604-Edmond-St-15224/home/74661603,West Penn MLS,1498743,N,Y,40.45983,-79.94944
PAST SALE,May-2-2022,Condo/Co-op,540 N Neville St #707,Oakland,PA,15213,320000,2,2.0,Oakland,1624,,1973,,197,979,Sold,,,https://www.redfin.com/PA/Pittsburgh/540-N-Neville-St-15213/unit-707/home/74665179,West Penn MLS,1542403,N,Y,40.4490201,-79.9486927
PAST SALE,April-29-2022,Condo/Co-op,5 Bayard Rd #520,Shadyside,PA,15213,175000,1,1.0,Shadyside,709,,1969,,247,474,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-520/home/74665155,West Penn MLS,1539506,N,Y,40.4526045,-79.9428352
PAST SALE,April-29-2022,Condo/Co-op,5 Bayard Rd #617,Shadyside,PA,15213,196000,1,1.0,Shadyside,856,,1969,,229,652,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-617/home/74665169,West Penn MLS,1545986,N,Y,40.4526167,-79.9428455
PAST SALE,April-28-2022,Condo/Co-op,5 Bayard Rd #721,Shadyside,PA,15213,145000,1,1.0,Shadyside,,,1969,,,475,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-721/home/74665123,West Penn MLS,1516044,N,Y,40.4526045,-79.9428352
PAST SALE,April-28-2022,Single Family Residential,415 Orwell Way,Bloomfield,PA,15224,260000,3,1.0,Bloomfield,1517,1341,1890,,171,,Sold,,,https://www.redfin.com/PA/Pittsburgh/415-Orwell-Way-15224/home/73573989,West Penn MLS,1542028,N,Y,40.461303,-79.9527686
PAST SALE,,Single Family Residential,257 Oakland Ave,Pittsburgh,PA,15213,725000,3,,,3270,3750,1860,,222,,,,,https://www.redfin.com/PA/Pittsburgh/257-Oakland-Ave-15213/home/74571618,,,N,Y,40.4404266,-79.9552013
PAST SALE,April-28-2022,Townhouse,4098 Howley St,Bloomfield,PA,15224,300000,2,1.0,Bloomfield,912,1219,1900,,329,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4098-Howley-St-15224/home/74653290,West Penn MLS,1542350,N,Y,40.464095,-79.9538078
PAST SALE,April-27-2022,Single Family Residential,2534 Allequippa St,Oakland,PA,15213,105000,3,2.0,Oakland,1246,3001,1930,,84,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2534-Allequippa-St-15213/home/74465976,West Penn MLS,1521942,N,Y,40.4417615,-79.9668551
PAST SALE,,Condo/Co-op,215 25th St #5,Pittsburgh,PA,15222,2435121,3,2.0,,5425,,2016,,449,,,,,https://www.redfin.com/PA/Pittsburgh/215-25th-St-15222/unit-5/home/109110832,,,N,Y,40.4544588,-79.9802776
PAST SALE,April-27-2022,Single Family Residential,3499 Denny St,Lawrenceville,PA,15201,272500,2,1.0,Lawrenceville,,,1892,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3499-Denny-St-15201/home/74653068,West Penn MLS,1535336,N,Y,40.463731,-79.963793
PAST SALE,April-27-2022,Condo/Co-op,220 N Dithridge St #807,Oakland,PA,15213,280000,2,2.0,Oakland,1413,178,1972,,198,632,Sold,,,https://www.redfin.com/PA/Pittsburgh/220-N-Dithridge-St-15213/unit-807/home/74567647,West Penn MLS,1524256,N,Y,40.4498524,-79.9517616
PAST SALE,,Single Family Residential,1031 Herron Ave,Pittsburgh,PA,15219,184500,3,1.5,,1734,1180,1885,,106,,,,,https://www.redfin.com/PA/Pittsburgh/1031-Herron-Ave-15219/home/73511574,,,N,Y,40.4576077,-79.9642305
PAST SALE,April-22-2022,Single Family Residential,250 Edmond St,Bloomfield,PA,15224,330000,3,1.5,Bloomfield,1376,1820,1900,,240,,Sold,,,https://www.redfin.com/PA/Pittsburgh/250-Edmond-St-15224/home/74657878,West Penn MLS,1539589,N,Y,40.4638198,-79.947884
PAST SALE,April-22-2022,Condo/Co-op,5 Bayard Rd #707,Shadyside,PA,15213,196000,1,1.0,Shadyside,856,,1969,,229,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-707/home/74665159,West Penn MLS,1545536,N,Y,40.4526167,-79.9428455
PAST SALE,April-22-2022,Condo/Co-op,4601 Fifth Ave #529,Oakland,PA,15213,100000,2,2.0,Oakland,,,1958,,,958,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-529/home/102204743,West Penn MLS,1537934,N,Y,40.447339,-79.948719
PAST SALE,April-20-2022,Condo/Co-op,2419 Smallman St #203,Downtown Pgh,PA,15222,405000,1,1.0,Downtown Pgh,1008,,2016,,402,285,Sold,,,https://www.redfin.com/PA/Pittsburgh/2419-Smallman-St-15222/unit-203/home/75128235,West Penn MLS,1510408,N,Y,40.454678,-79.9809151
PAST SALE,April-20-2022,Multi-Family (2-4 Unit),230 Morewood Ave,Bloomfield,PA,15213,260000,4,2.0,Bloomfield,,3005,1920,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/230-Morewood-Ave-15213/home/74662341,West Penn MLS,1545815,N,Y,40.4553325,-79.9458732
PAST SALE,April-20-2022,Condo/Co-op,5 Bayard #518,Shadyside,PA,15213,247750,2,2.0,Shadyside,,,1969,,,588,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-518/home/74665118,West Penn MLS,1541006,N,Y,40.4526045,-79.9428352
PAST SALE,April-20-2022,Condo/Co-op,146 N Bellefield Ave #601,Oakland,PA,15213,570000,2,2.0,Oakland,1800,217,1986,,317,932,Sold,,,https://www.redfin.com/PA/Pittsburgh/146-N-Bellefield-Ave-15213/unit-601/home/74567851,West Penn MLS,1532928,N,Y,40.448027,-79.9517524
PAST SALE,April-19-2022,Townhouse,307 38th St,Lawrenceville,PA,15201,635000,4,3.5,Lawrenceville,2342,1398,2018,,271,,Sold,,,https://www.redfin.com/PA/Pittsburgh/307-38th-St-15201/home/146179456,West Penn MLS,1542266,N,Y,40.4640672,-79.9611822
PAST SALE,,Condo/Co-op,504 N Neville St #1,Pittsburgh,PA,15213,325000,3,1.5,,2089,,1910,,156,,,,,https://www.redfin.com/PA/Pittsburgh/504-N-Neville-St-15213/unit-1/home/74665219,,,N,Y,40.4501381,-79.9490856
PAST SALE,,Single Family Residential,224 Robinson St,Pittsburgh,PA,15213,150000,3,1.0,,1566,1680,1902,,96,,,,,https://www.redfin.com/PA/Pittsburgh/224-Robinson-St-15213/home/74571498,,,N,Y,40.4412462,-79.9654542
PAST SALE,April-15-2022,Single Family Residential,248 S Mathilda St,Friendship Park,PA,15224,613000,3,2.5,Friendship Park,,,1910,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/248-S-Mathilda-St-15224/home/74658344,West Penn MLS,1536416,N,Y,40.4636499,-79.9469551
PAST SALE,April-15-2022,Single Family Residential,3935 Liberty Ave,Lawrenceville,PA,15224,649000,3,2.5,Lawrenceville,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3935-Liberty-Ave-15224/home/73578559,West Penn MLS,1520790,N,Y,40.4628563,-79.9581446
PAST SALE,April-15-2022,Condo/Co-op,504 N Neville St #10,Shadyside,PA,15213,325000,2,2.0,Shadyside,2089,8712,1910,,156,750,Sold,,,https://www.redfin.com/PA/Pittsburgh/504-N-Neville-St-15213/unit-10/home/74665218,West Penn MLS,1541564,N,Y,40.4501381,-79.9490856
PAST SALE,April-14-2022,Condo/Co-op,144 N Dithridge St #804,Oakland,PA,15213,130000,1,1.0,Oakland,1110,,1940,,117,,Sold,,,https://www.redfin.com/PA/Pittsburgh/144-N-Dithridge-St-15213/unit-804/home/73574046,West Penn MLS,1541539,N,Y,40.4482339,-79.950786
PAST SALE,April-13-2022,Condo/Co-op,4601 Fifth Ave #725,Oakland,PA,15213,140000,2,1.0,Oakland,,,1958,,,827,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-725/home/102226836,West Penn MLS,1537928,N,Y,40.447339,-79.948719
PAST SALE,April-13-2022,Single Family Residential,1031 Herron Ave,Polish Hill,PA,15219,184500,3,1.0,Polish Hill,1734,,1885,,106,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1031-Herron-Ave-15219/home/74563866,West Penn MLS,1500399,N,Y,40.4576077,-79.9642305
PAST SALE,April-12-2022,Condo/Co-op,144 N Dithridge St #814,Oakland,PA,15213,234000,2,2.0,Oakland,1456,,1940,,161,849,Sold,,,https://www.redfin.com/PA/Pittsburgh/144-N-Dithridge-St-15213/unit-814/home/74567594,West Penn MLS,1541540,N,Y,40.4482339,-79.950786
PAST SALE,April-12-2022,Single Family Residential,751 Cherokee St,Schenley Heights,PA,15219,75000,5,3.0,Schenley Heights,1692,2400,1935,,44,,Sold,,,https://www.redfin.com/PA/Pittsburgh/751-Cherokee-St-15219/home/74567270,West Penn MLS,1541847,N,Y,40.4518617,-79.9614384
PAST SALE,,Townhouse,224 Pearl St,Pittsburgh,PA,15224,345000,2,2.0,,1374,2557,1900,,251,,,,,https://www.redfin.com/PA/Pittsburgh/224-Pearl-St-15224/home/73553727,,,N,Y,40.4629017,-79.949545
PAST SALE,April-8-2022,Multi-Family (2-4 Unit),3034 Brereton St,Polish Hill,PA,15219,280000,2,2.0,Polish Hill,,3001,1902,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3034-Brereton-St-15219/home/74561617,West Penn MLS,1537623,N,Y,40.4564561,-79.9686942
PAST SALE,April-8-2022,Single Family Residential,229 Chesterfield Rd,Oakland,PA,15213,255000,3,1.5,Oakland,1120,975,1900,,228,,Sold,,,https://www.redfin.com/PA/Pittsburgh/229-Chesterfield-Rd-15213/home/74571158,West Penn MLS,1541260,N,Y,40.4405513,-79.9634767
PAST SALE,,Single Family Residential,502 Melwood Ave,Pittsburgh,PA,15213,283000,2,1.0,,1054,1927,1900,,269,,,,,https://www.redfin.com/PA/Pittsburgh/502-Melwood-Ave-15213/home/74564131,,,N,Y,40.4565327,-79.9536698
PAST SALE,,Single Family Residential,1008 Devonshire Rd,Pittsburgh,PA,15213,980000,3,3.0,,2127,7020,1960,,461,,,,,https://www.redfin.com/PA/Pittsburgh/1008-Devonshire-Rd-15213/home/73579915,,,N,Y,40.4469382,-79.9440373
PAST SALE,April-6-2022,Single Family Residential,3511 Melwood Ave,Polish Hill,PA,15213,283000,3,2.0,Polish Hill,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3511-Melwood-Ave-15213/home/74563735,West Penn MLS,1528683,N,Y,40.4594039,-79.9610074
PAST SALE,April-5-2022,Condo/Co-op,5100 5th Ave #308,Shadyside,PA,15232,275000,1,2.0,Shadyside,1586,,1960,,173,1006,Sold,,,https://www.redfin.com/PA/Pittsburgh/5100-5th-Ave-15232/unit-308/home/74665884,West Penn MLS,1540797,N,Y,40.4474226,-79.9389966
PAST SALE,April-4-2022,Condo/Co-op,425 N Neville St #104,Oakland,PA,15213,277000,2,2.0,Oakland,1413,,1980,,196,536,Sold,,,https://www.redfin.com/PA/Pittsburgh/425-N-Neville-St-15213/unit-104/home/74664475,West Penn MLS,1538389,N,Y,40.4509819,-79.9484432
PAST SALE,April-4-2022,Single Family Residential,3104 Lyon St,Schenley Heights,PA,15219,41050,3,2.0,Schenley Heights,,,1930,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3104-Lyon-St-15219/home/74567284,West Penn MLS,1533583,N,Y,40.4516538,-79.9605931
PAST SALE,April-1-2022,Single Family Residential,222 Parkman Ave,Schenley Farms,PA,15213,660000,4,3.5,Schenley Farms,2369,6150,1927,,279,,Sold,,,https://www.redfin.com/PA/Pittsburgh/222-Parkman-Ave-15213/home/74567895,West Penn MLS,1540671,N,Y,40.4464078,-79.9568881
PAST SALE,,Condo/Co-op,128 N Craig St #404,Pittsburgh,PA,15213,228500,3,2.0,,1680,,1957,,136,,,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-404/home/74664785,,,N,Y,40.4480778,-79.9483198
PAST SALE,March-31-2022,Condo/Co-op,5 Bayard #717,Shadyside,PA,15213,186000,1,1.0,Shadyside,856,,1969,,217,474,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-717/home/73579996,West Penn MLS,1541072,N,Y,40.4526167,-79.9428455
PAST SALE,March-31-2022,Condo/Co-op,144 N Dithridge St #515,Oakland,PA,15213,228600,2,2.0,Oakland,1753,,1940,,130,1022,Sold,,,https://www.redfin.com/PA/Pittsburgh/144-N-Dithridge-St-15213/unit-515/home/74567591,West Penn MLS,1501218,N,Y,40.4482339,-79.950786
PAST SALE,March-31-2022,Multi-Family (2-4 Unit),3704-06 Melwood Ave,Polish Hill,PA,15213,321000,5,2.5,Polish Hill,,4173,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3704-Melwood-Ave-15213/home/163821869,West Penn MLS,1531877,N,Y,40.4597609,-79.9586003
PAST SALE,,Condo/Co-op,825 Morewood Ave #43,Pittsburgh,PA,15213,310000,2,1.5,,1176,,1960,,264,,,,,https://www.redfin.com/PA/Pittsburgh/825-Morewood-Ave-15213/unit-43/home/74665542,,,N,Y,40.4477993,-79.9422526
PAST SALE,March-29-2022,Single Family Residential,3341 Mcneil Pl,Hill District,PA,15219,179000,3,2.0,Hill District,,,1955,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3341-McNeil-Pl-15219/home/74564088,West Penn MLS,1527548,N,Y,40.4542483,-79.9644921
PAST SALE,,Single Family Residential,4631 Winthrop St,Pittsburgh,PA,15213,190000,3,1.0,,1632,2000,1910,,116,,,,,https://www.redfin.com/PA/Pittsburgh/4631-Winthrop-St-15213/home/74665972,,,N,Y,40.4460356,-79.9475671
PAST SALE,March-29-2022,Condo/Co-op,825 Morewood Ave Unit G4,Shadyside,PA,15213,280000,2,1.5,Shadyside,1176,500,1960,,238,750,Sold,,,https://www.redfin.com/PA/Pittsburgh/825-Morewood-Ave-15213/unit-G4/home/73579577,West Penn MLS,1524635,N,Y,40.4478094,-79.9422552
PAST SALE,,Townhouse,3906 Howley St,Pittsburgh,PA,15224,300000,3,1.0,,1512,2000,1900,,198,,,,,https://www.redfin.com/PA/Pittsburgh/3906-Howley-St-15224/home/74653114,,,N,Y,40.4632492,-79.9592226
PAST SALE,March-28-2022,Condo/Co-op,4625 Fifth Ave #605,Oakland,PA,15213,160000,3,2.0,Oakland,1500,,1956,,107,900,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-605/home/147514845,West Penn MLS,1535474,N,Y,40.4473994,-79.9482013
PAST SALE,March-28-2022,Condo/Co-op,4601 Fifth Ave #620,Oakland,PA,15213,160000,3,2.0,Oakland,,,1958,,,1093,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-620/home/175215114,West Penn MLS,1537396,N,Y,40.447339,-79.948719
PAST SALE,March-25-2022,Multi-Family (5+ Unit),3505-07 Butler St,Lawrenceville,PA,15201,1510000,3,3.0,Lawrenceville,,1999,1950,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3505-Butler-St-15201/home/177508667,West Penn MLS,1532714,N,Y,40.4642272,-79.9664046
PAST SALE,March-25-2022,Condo/Co-op,128 N Craig #404,Oakland,PA,15232,228500,3,2.0,Oakland,1680,,1964,,136,915,Sold,,,https://www.redfin.com/PA/Oakland/128-N-Craig-15232/unit-404/home/177614342,West Penn MLS,1533267,N,Y,40.4543936,-79.9394943
PAST SALE,March-25-2022,Single Family Residential,3916 Woolslayer Way,Lawrenceville,PA,15224,195000,2,1.0,Lawrenceville,1500,1219,1890,,130,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3916-Woolslayer-Way-15224/home/74653388,West Penn MLS,1512555,N,Y,40.4644124,-79.9591608
